code,name
041440,에버다임
101490,에스앤에스텍
031330,에스에이엠티
007820,에스엠코어
058610,에스피지
200710,에이디테크놀로지
033600,에이코넬
224110,에이텍티앤
038870,에코바이오
064090,에프앤리퍼블릭
067570,엔브이에이치코리아
031860,엔에스엔
048830,엔피케이
033160,엠케이전자
036560,영풍정밀
053280,예스24
226400,오스테오닉
080580,오킨스전자
052770,와이디온라인
155650,와이엠씨
251370,와이엠티
114630,우노앤컴퍼니
215360,우리산업
037400,우리조명
114190,웰크론강원
112040,위메이드
011320,유니크
049520,유아이엘
073490,이노와이어리스
258610,이더블유케이
086890,이수앱지스
900110,이스트아시아홀딩스
052190,이에스에이
226360,이엑스티
102710,이엔에프테크놀로지
123570,이엠넷
095190,이엠코리아
016250,이테크건설
134060,이퓨쳐
001840,이화공영
060150,인선이엔티
158310,인터불스
189300,인텔리안테크
175140,인포마크
041020,인프라웨어
071200,인피니트헬스케어
078940,일경산업개발
068330,일신바이오
950140,잉글우드랩
049630,재영솔루텍
208140,정다운
095700,제넥신
051980,중앙리빙테크
072020,중앙백신
114570,지스마트글로벌
051160,지어소프트
013720,청보산업
094360,칩스앤미디어
016920,카스
900310,컬러레이
192250,케이사인
217600,켐온
051780,큐로홀딩스
900250,크리스탈신소재
044490,태웅
057880,토필드
062860,티엘아이
084730,팅크웨어
033540,파라텍
214450,파마리서치프로덕트
170790,파이오링크
087010,펩트론
043370,평화정공
053160,프리엠스
075130,플랜티넷
054340,피앤텔
166090,하나머티리얼즈
106190,하이텍팜
025550,한국선재
039740,한국정보공학
021650,한국큐빅
030520,한글과컴퓨터
070300,한솔시큐어
066110,한프
204990,현성바이탈
092300,현우산업
126640,화신정공
290270,휴네시온
024060,흥구석유
238490,힘스
083660,CSA 코스믹
245620,EDGC
900290,GRT
067290,JW신약
035900,JYP Ent.
044180,KD건설
036030,KTH
198440,고려시멘트
049720,고려신용정보
035460,기산텔레콤
130580,나이스디앤비
072770,네오디안테크놀로지
065170,넥스트BT
031390,녹십자셀
054050,농우바이오
069140,누리플랜
020180,대신정보통신
021040,대호피앤씨
067080,대화제약
035290,더블유에프엠
139050,데일리블록체인
075970,동국알앤에스
088910,동우팜투테이블
187870,디바이스이엔지
196490,디에이테크놀로지
197140,디지캡
042510,라온시큐어
141080,레고켐바이오
215100,로보로보
060240,룽투코리아
039980,리노스
197210,리드
141070,맥스로텍
133750,메가엠디
065650,메디프론
001810,무림SP
095500,미래나노텍
265480,미래에셋대우스팩1호
214180,민앤지
142760,바이오리더스
036620,버추얼텍
100120,뷰웍스
090460,비에이치
042370,비츠로테크
065450,빅텍
100090,삼강엠앤티
009620,삼보산업
111870,삼본정밀전자
038500,삼표시멘트
019770,서연탑메탈
123420,선데이토즈
171090,선익시스템
067770,세진티에스
053450,세코닉스
154040,솔루에타
036830,솔브레인
230980,솔트웍스
084180,수성
012790,신일제약
277480,신한제4호스팩
108320,실리콘웍스
037760,쎄니트
260930,씨티케이코스메틱스
025980,아난티
127710,아시아경제
054800,아이디스홀딩스
060570,아이리버
214430,아이쓰리시스템
114810,아이원스
185490,아이진
059100,아이컴포넌트
066410,아컴스튜디오
001540,안국약품
260660,알리코제약
106080,알비케이이엠디
238090,앤디포스
038680,에스넷
097780,에스맥
103230,에스앤더블류
060540,에스에이티
080000,에스엔유
263920,에스엔피월드
237690,에스티팜
050320,에이앤티앤
067630,에이치엘비생명과학
239610,에이치엘사이언스
071670,에이테크솔루션
182400,에이티젠
089970,에이피티씨
214870,에치디프로
173940,에프엔씨엔터
065160,에프티이앤이
009780,엠에스씨
204020,엠코르셋
259630,엠플러스
036180,영인프런티어
080520,오디텍
039830,오로라
082210,옵트론텍
057030,와이비엠넷
101170,우림기계
065680,우주일렉트로
018620,우진비앤지
136540,윈스
018000,유니슨
241690,유니테크노
048430,유라테크
056090,유앤아이
060230,이그잭스
024810,이화전기
041830,인바디
119610,인터로조
017250,인터엠
051370,인터플렉스
019540,일지테크
123330,제닉
033050,제이엠아이
044060,조광ILI
263860,지니언스
204840,지엘팜텍
018290,지엠피
219750,지티지웰니스
018120,진로발효
078340,컴투스
221980,케이디켐
250930,케이비제10호스팩
089150,케이씨티
039420,케이엘넷
032500,케이엠더블유
225430,케이엠제약
256940,케이피에스
224060,코디엠
101670,코리아에스이
060280,큐렉소
040350,큐로컴
114120,크루셜텍
083790,크리스탈
237880,클리오
053620,태양
066700,테라젠이텍스
043090,팜스웰바이오
054300,팬스타엔터프라이즈
263750,펄어비스
189690,포시에스
214270,퓨쳐스트림네트웍스
023770,플레이위드
131390,피앤이솔루션
073570,피엠지파마
064800,필링크
240540,한국4호스팩
053300,한국정보인증
070590,한솔인티큐브
226440,한송네오텍
042520,한스바이오메드
024740,한일단조
123840,한일진공
079170,한창산업
220630,해마로푸드서비스
060560,홈센타홀딩스
086250,화신테크
065510,휴비츠
010240,흥국
032860,GMR 머티리얼즈
028150,GS홈쇼핑
078150,HB테크놀러지
095340,ISC
099520,ITX엠투엠
058400,KNN
060370,KT서브마린
160550,NEW
053290,NE능률
030190,NICE평가정보
019550,SBI인베스트먼트
232330,SK3호스팩
052220,iMBC
053950,경남제약
014570,고려제약
053270,구영테크
053260,금강철강
051490,나라엠앤디
190510,나무가
225570,넷게임즈
222040,뉴트리바이오텍
119860,다나와
004780,대륙제관
025440,대성엘텍
027830,대성창투
253590,대신밸런스제3호스팩
006580,대양제지
120240,대정화금
003310,대주산업
017680,데코앤이
033500,동성화인텍
060380,동양에스텍
079960,동양이엔피
023790,동일철강
203650,드림시큐리티
066670,디스플레이텍
131030,디에이치피코리아
033310,디케이디앤아이
084650,랩지노믹스
060300,레드로버
005990,매일홀딩스
218150,미래생명자원
035620,바른손이앤에이
222810,바이오닉스진
208710,바이오로그디바이스
086040,바이오톡스텍
093190,빅솔론
291230,삼성스팩2호
065570,삼영이엔씨
027580,상보
263540,샘코
100660,서암기계공업
012860,서연전자
003100,선광
081580,성우전자
252500,세화피앤씨
086980,쇼박스
236200,슈프리마
094840,슈프리마에이치큐
192440,슈피겐코리아
131090,시큐브
001000,신라섬유
257730,신한제3호스팩
187270,신화콘텍
222800,심텍
115480,씨유메디칼
060590,씨티씨바이오
074430,아미노로직스
083930,아바코
149950,아바텍
246720,아스타
069920,아이에스이커머스
175250,아이큐어
023890,아트라스BX
196300,애니젠
052790,액토즈소프트
217480,에스디생명공학
234300,에스트래픽
088800,에이스테크
138360,에이씨티
039230,에이아이비트
045660,에이텍
086520,에코프로
950130,엑세스바이오
092870,엑시콘
256840,엔에이치스팩11호
208860,엔지스테크널러지
069410,엔텔스
058630,엠게임
143540,영우디에스피
900300,오가닉티코스메틱
010470,오리콤
039200,오스코텍
031510,오스템
232140,와이아이케이
066430,와이오엠
122870,와이지엔터테인먼트
032820,우리기술
041190,우리기술투자
115440,우리넷
046970,우리로
082850,우리이티아이
215380,우정바이오
101160,월덱스
203450,유니온커뮤니티
024800,유성티엔에스
054930,유신
023410,유진기업
056080,유진로봇
178780,유테크
041520,이라이콤
063760,이엘피
090850,이지웰페어
092130,이크레더블
079950,인베니아
277410,인산가
037330,인지디스플레
108790,인터파크
150840,인트로메딕
048530,인트론바이오
094820,일진파워
174880,장원테크
217190,제너셈
159580,제로투세븐
054950,제이브이엠
096690,제이스테판
137950,제이씨케미칼
094970,제이엠티
067000,조이시티
000440,중앙에너비스
208350,지란지교시큐리티
053050,지에스이
036890,진성티이씨
096240,청담러닝
042000,카페24
263700,케어랩스
214370,케어젠
083550,케이엠
064820,케이프
089010,켐트로닉스
094860,코닉글로리
080530,코디
078650,코렌
027050,코리아나
102940,코오롱생명과학
054780,키이스트
023160,태광
196450,텔루스
037030,파워넷
049120,파인디앤씨
131760,파인텍
091700,파트론
194510,파티게임즈
221840,하이즈항공
004590,한국가구
017890,한국알콜
101680,한국정밀기계
047080,한빛소프트
215090,한컴유니맥스
077280,한컴지엠디
002680,한탑
034810,해성산업
220180,핸디소프트
008800,행남사
048410,현대바이오
039010,현대통신
061250,화일약품
050090,휘닉스소재
205470,휴마시스
200670,휴메딕스
243070,휴온스
189980,흥국에프엔비
265520,AP시스템
032040,C&S자산관리
046440,KG모빌리언스
035600,KG이니시스
218410,RFHIC
091340,S&K폴리텍
036540,SFA반도체
255220,SG
089230,THE E&M
040300,YTN
192410,감마누
242040,교보비엔케이스팩
212560,네오오토
087730,네패스신소재
081970,넥스지
139670,넥스트리밍
137940,넥스트아이
040160,누리텔레콤
048470,대동스틸
010170,대한광통신
213420,덕산네오룩스
194480,데브시스터즈
006620,동구바이오제약
104460,동양피엔에프
094170,동운아나텍
013120,동원개발
109860,동일금속
025900,동화기업
030350,드래곤플라이
217620,디딤
113810,디젠스
105740,디케이락
228850,레이언스
038060,루멘스
085370,루트로닉
058470,리노공업
131100,리켐
219420,링크제니시스
098120,마이크로컨텍솔
035480,마제스타
093520,매커스
067280,멀티캠퍼스
072870,메가스터디
140410,메지온
058110,멕아이씨에스
096640,멜파스
149940,모다
239340,미래에셋제5호스팩
018700,바른손
064520,바른전자
044480,바이오제네틱스
267790,배럴
046310,백금T&A
006910,보성파워텍
054220,비츠로시스
038540,상상인
042940,상지카일룸
043710,서울리거
027040,서울전자통신
122690,서진오토모티브
035890,서희건설
014620,성광벤드
080470,성창오토텍
053060,세동
100700,세운메디칼
053110,소리바다
269620,시스웍
138070,신진에스엠
208640,썸에이지
050890,쏠리드
222080,씨아이에스
115530,씨엔플러스
900120,씨케이에이치
058220,아리온
052710,아모텍
050860,아세아텍
068940,아이씨케이
052860,아이앤씨
226350,아이엠텍
124500,아이티센
013310,아진산업
053800,안랩
131370,알서포트
140670,알에스오토메이션
117670,알파홀딩스
019990,에너토크
042110,에스씨디
095910,에스에너지
080440,에스제이케이
069510,에스텍
050760,에스폴리텍
101400,엔시트론
206400,엔터메이트
066970,엘앤에프
156100,엘앤케이바이오
019590,엠벤처투자
122640,예스티
053980,오상자이엘
241790,오션브릿지
173130,오파스넷
226950,올릭스
057540,옴니시스템
057680,옴니텔
123010,옵토팩
122990,와이솔
193250,와이제이엠게임즈
079000,와토스코리아
046940,우원개발
240810,원익IPS
038620,위즈코프
142210,유니트론텍
032620,유비케어
069330,유아이디
287410,유안타제3호스팩
263770,유에스티
044960,이글벳
088390,이녹스
115610,이미지스
078020,이베스트투자증권
080010,이상네트웍스
067010,이씨에스
223310,이에스브이
094190,이엘케이
039030,이오테크닉스
181340,이즈미디어
083640,인콘
064290,인텍플러스
101930,인화정공
043910,자연과환경
065530,전파기지국
147830,제룡산업
036420,제이콘텐트리
038010,제일테크노스
119850,지엔씨에너지
115450,지트리비앤티
007370,진양제약
085660,차바이오텍
900040,차이나그레이트
180400,캔서롭
258790,케이비제11호스팩
104540,코렌텍
045970,코아시아홀딩스
015710,코콤
066310,큐에스아이
045520,크린앤사이언스
214150,클래시스
182690,테라셈
095610,테스
089030,테크윙
054450,텔레칩스
091440,텔레필드
200230,텔콘RF제약
215480,토박스코리아
177830,파버나인
047310,파워로직스
106240,파인테크닉스
094940,푸른기술
220100,퓨쳐켐
035200,프럼파스트
137400,피엔티
006140,피제이전자
261200,하나금융9호스팩
149980,하이로닉
126700,하이비젼시스템
034950,한국기업평가
281410,한국제6호스팩
052600,한네트
092460,한라IMS
045100,한양이엔지
265920,한화수성스팩
115160,휴맥스
037440,희림
